estado_civil;estado_credito;antiguedad_empleado;edad;pct_ingreso;ingresos;antiguedad_cliente;limite_credito_tc;gastos_ult_12m;operaciones_ult_12m;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo;completitud_fila;estado_civil_ok;estado_cliente_ok;genero_ok;nivel_educativo_ok;nivel_tarjeta_ok
S;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;8k_a_10k;50_a_75;8400;4;ALQUILER;INVERSIONES;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;20_a_40;50k_a_100k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;13000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;mayor_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;25000;4;PROPIA;PERSONAL;N;ACTIVO;F;DESCONOCIDO;1.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;40_a_60;20k_a_50k;2y_a_4y;menor_3k;menor_1k;15_a_30;18725;3;ALQUILER;INVERSIONES;N;PASIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;5600;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;4.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;menor_2y;menor_3k;4k_a_6k;50_a_75;6000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
S;P;5_a_10;25_a_30;hasta_20;50k_a_100k;menor_2y;5k_a_10k;1k_a_4k;75_a_100;3000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;21000;4;ALQUILER;PERSONAL;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
D;C;5_a_10;25_a_30;hasta_20;50k_a_100k;menor_2y;mayor_10k;1k_a_4k;15_a_30;2400;2;ALQUILER;SALUD;Y;PASIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
D;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;4k_a_6k;50_a_75;6000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;menor_10;25_a_30;20_a_40;20k_a_50k;menor_2y;menor_3k;1k_a_4k;30_a_50;6000;2;HIPOTECA;SALUD;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;50k_a_100k;menor_2y;mayor_10k;menor_1k;15_a_30;20000;4;ALQUILER;EDUCACIÓN;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;P;5_a_10;25_a_30;20_a_40;50k_a_100k;menor_2y;5k_a_10k;1k_a_4k;30_a_50;18000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
S;C;mayor_10;25_a_30;hasta_20;50k_a_100k;menor_2y;menor_3k;menor_1k;15_a_30;1500;4;ALQUILER;INVERSIONES;Y;PASIVO;F;SECUNDARIO_COMPLETO;0.0;0.0;True;True;True;True;True
D;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;75_a_100;4500;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6000;2;PROPIA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;menor_2y;3k_a_5k;4k_a_6k;75_a_100;3000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;6k_a_8k;75_a_100;8000;4;ALQUILER;PERSONAL;N;ACTIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
D;C;5_a_10;menor_25;hasta_20;20k_a_50k;menor_2y;5k_a_10k;4k_a_6k;50_a_75;5000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;mayor_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;10000;4;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;17300;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
S;P;menor_10;25_a_30;hasta_20;hasta_20k;mayor_4y;5k_a_10k;1k_a_4k;50_a_75;3000;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;POSGRADO_COMPLETO;0.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;20k_a_50k;menor_2y;3k_a_5k;1k_a_4k;50_a_75;4500;2;HIPOTECA;SALUD;Y;ACTIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
N;C;menor_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6000;2;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;20_a_40;50k_a_100k;menor_2y;menor_3k;1k_a_4k;30_a_50;16000;2;ALQUILER;PERSONAL;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;4000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;20_a_40;20k_a_50k;menor_2y;3k_a_5k;6k_a_8k;75_a_100;8000;2;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;mayor_10k;mayor_100;9050;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;6900;3;PROPIA;PERSONAL;N;ACTIVO;F;DESCONOCIDO;1.0;0.0;True;True;True;True;True
N;C;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;3k_a_5k;1k_a_4k;50_a_75;18000;2;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;11000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;hasta_20;hasta_20k;2y_a_4y;mayor_10k;menor_1k;15_a_30;3000;4;PROPIA;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;9500;2;HIPOTECA;PERSONAL;N;ACTIVO;M;DESCONOCIDO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;7000;4;ALQUILER;PERSONAL;Y;PASIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;P;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;16800;4;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;20k_a_50k;menor_2y;menor_3k;1k_a_4k;30_a_50;3825;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;0.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;3k_a_5k;1k_a_4k;75_a_100;11000;3;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;4k_a_6k;50_a_75;7000;3;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;5_a_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;15250;3;HIPOTECA;INVERSIONES;Y;PASIVO;F;POSGRADO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;menor_2y;mayor_10k;mayor_10k;mayor_100;6000;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;20k_a_50k;menor_2y;menor_3k;4k_a_6k;75_a_100;5000;2;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;mayor_10k;mayor_100;9000;4;HIPOTECA;SALUD;N;ACTIVO;F;POSGRADO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;mayor_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;5000;2;ALQUILER;EDUCACIÓN;N;PASIVO;M;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;50_a_75;4000;4;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;3000;3;ALQUILER;PERSONAL;N;ACTIVO;M;DESCONOCIDO;5.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6400;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;POSGRADO_COMPLETO;1.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;7500;3;ALQUILER;EDUCACIÓN;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;40_a_60;20k_a_50k;menor_2y;menor_3k;1k_a_4k;30_a_50;14500;2;HIPOTECA;SALUD;Y;ACTIVO;F;SECUNDARIO_COMPLETO;5.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;6000;2;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_INCOMPLETO;3.0;0.0;True;True;True;True;True
D;P;5_a_10;menor_25;40_a_60;hasta_20k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;8000;3;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;5k_a_10k;4k_a_6k;50_a_75;15000;2;PROPIA;INVERSIONES;Y;PASIVO;F;DESCONOCIDO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;6k_a_8k;75_a_100;8000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;menor_3k;menor_1k;15_a_30;25000;2;ALQUILER;SALUD;Y;PASIVO;F;POSGRADO_INCOMPLETO;0.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;hasta_20k;menor_2y;menor_3k;menor_1k;30_a_50;4975;3;HIPOTECA;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;P;menor_10;25_a_30;40_a_60;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;15_a_30;24000;4;ALQUILER;PERSONAL;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;mayor_10k;mayor_100;9000;3;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;3400;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;3.0;0.0;True;True;True;True;True
D;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;7500;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;3k_a_5k;1k_a_4k;30_a_50;1200;3;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;6400;2;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;8k_a_10k;50_a_75;7200;4;HIPOTECA;INVERSIONES;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
N;C;5_a_10;menor_25;hasta_20;50k_a_100k;menor_2y;5k_a_10k;6k_a_8k;75_a_100;2400;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;5.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;10750;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;1.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;7000;3;ALQUILER;PAGO_DEUDAS;N;PASIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
D;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;5000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;15_a_30;3200;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;6500;2;ALQUILER;SALUD;Y;PASIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;5000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;9900;4;ALQUILER;EDUCACIÓN;N;PASIVO;F;UNIVERSITARIO_COMPLETO;0.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;7000;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0;0.0;True;True;True;True;True
S;P;menor_10;25_a_30;20_a_40;50k_a_100k;menor_2y;3k_a_5k;4k_a_6k;75_a_100;13000;2;OTROS;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;75_a_100;10000;3;PROPIA;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;mayor_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;25000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
D;C;menor_10;25_a_30;20_a_40;50k_a_100k;menor_2y;menor_3k;menor_1k;15_a_30;18000;2;ALQUILER;EDUCACIÓN;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6400;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
N;C;5_a_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;3300;2;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;6000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6325;4;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;13000;4;PROPIA;EDUCACIÓN;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;15_a_30;13000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_COMPLETO;0.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;4200;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;7200;4;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;3200;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;mayor_10k;mayor_100;9200;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;9000;2;PROPIA;PERSONAL;Y;PASIVO;F;DESCONOCIDO;1.0;0.0;True;True;True;True;True
D;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;5000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;3600;4;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_COMPLETO;2.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;50k_a_100k;menor_2y;menor_3k;1k_a_4k;50_a_75;17500;2;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;1k_a_4k;50_a_75;2850;3;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_COMPLETO;0.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;8000;2;HIPOTECA;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;mayor_100k;2y_a_4y;5k_a_10k;1k_a_4k;15_a_30;25000;2;PROPIA;PERSONAL;N;ACTIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;4000;2;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;20000;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
S;P;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;6k_a_8k;75_a_100;8000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;50_a_75;5000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;4.0;0.0;True;True;True;True;True
S;P;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;6000;2;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;F;POSGRADO_INCOMPLETO;1.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;hasta_20;hasta_20k;menor_2y;menor_3k;1k_a_4k;30_a_50;3500;4;PROPIA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;3k_a_5k;1k_a_4k;50_a_75;7000;4;HIPOTECA;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;4k_a_6k;50_a_75;7200;4;ALQUILER;SALUD;N;ACTIVO;F;POSGRADO_COMPLETO;0.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;menor_2y;3k_a_5k;mayor_10k;mayor_100;4000;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;1325;3;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;50k_a_100k;menor_2y;menor_3k;4k_a_6k;75_a_100;6000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;5.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;17400;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;20_a_40;20k_a_50k;menor_2y;menor_3k;4k_a_6k;75_a_100;8400;4;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
N;P;5_a_10;menor_25;20_a_40;20k_a_50k;menor_2y;5k_a_10k;8k_a_10k;50_a_75;9000;4;ALQUILER;PERSONAL;N;PASIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
D;P;5_a_10;menor_25;40_a_60;hasta_20k;2y_a_4y;menor_3k;1k_a_4k;15_a_30;4750;2;PROPIA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;4k_a_6k;50_a_75;6000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;4800;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;menor_2y;menor_3k;4k_a_6k;75_a_100;10000;3;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;hasta_20k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;3600;4;HIPOTECA;PERSONAL;N;ACTIVO;M;POSGRADO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;menor_2y;3k_a_5k;mayor_10k;mayor_100;9000;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
